Tweet_Count,Username,Text,Created_At,Retweets,Likes,cleaned_tweet
57,RagnarShib.eth,"Here's How Many #Shiba Inu (#SHIB) US Government Holds 

https://t.co/ZaC32DDPqG",Tue Jul 30 00:40:04 +0000 2024,29,116,heres how many shiba inu shib us government holds
58,THOMAS,"Are you guys noticing #SHIB to one cent is #Trending more than ever 🚀🚀🚀🚀🚀🚀
#1centdream https://t.co/MRe07bWdxJ",Mon Jul 29 21:48:41 +0000 2024,50,253,are guys noticing shib one cent trending more than ever centdream
59,SHIBARMY,"#Shibarium Finally Hits Long-Awaited Milestone, #SHIB Price Soars https://t.co/mLcJx2GfvW",Mon Jul 29 18:08:09 +0000 2024,33,189,shibarium finally hits longawaited milestone shib price soars
60,Terra Luna army ™🦈,"Should #Coinbase list #LUNC?

Retweet if you want and smash the like ❤button 🔮🔥💪
Re tweet and smash the like button if you want 

#LuncBurn #LuncArmy #XRP #btc    $LUNC #USTC #PEPE
 #PEPE2
#SHIB  #eth #PinkSale #BSC #BNB    #Crypto #SOL  #Ada https://t.co/G09zbuuhVJ",Mon Jul 29 17:44:44 +0000 2024,113,378,should coinbase list lunc retweet if want smash like button re tweet smash like button if want luncburn luncarmy xrp btc lunc ustc pepe pepe shib eth pinksale bsc bnb crypto sol ada
61,Lola,"This is why you need #SHIB to be a currency of a big volume chain . Without it , we will just be depending on BTC algorithm most of the time 

This is why ETHCHAIN is your biggest chance to .01 $SHIB . We wouldnt even feel that hax from Wazir at all IMO",Mon Jul 29 17:38:16 +0000 2024,40,184,why need shib be currency big volume chain without we will just be depending btc algorithm most time why ethchain your biggest chance shib we wouldnt even feel hax from wazir all imo
62,Lola,"The hardest thing to grasp on this industry is BTC controls the algorithm of  CRYPTO including #SHIB 

You need to move up #Bitcoin",Mon Jul 29 16:29:13 +0000 2024,17,147,hardest thing grasp industry btc controls algorithm crypto including shib need move up bitcoin
63,Lola,"#SHIB Shiba Inu (SHIB) To Rally 117% 👇

POV : Article discussed that our recovery is slow because of the Wazir hack and that's why i tweeted also so much on this but hoping we are still moving much higher soon . Patience 🚀

https://t.co/2ha49UqSGe",Mon Jul 29 15:10:42 +0000 2024,73,357,shib shiba inu shib rally pov article discussed our recovery slow because wazir hack thats why tweeted also so much but hoping we are still moving much higher soon patience
64,Lola,"#SHIB Top Analyst Sees SHIB As High-Conviction Pick for Massive Returns

POV : #Coinbase Futures havent started yet so i want to see how it can help eliminate many traders of small increase . Stay optimistic 

https://t.co/VUYci8W2u2",Mon Jul 29 15:06:46 +0000 2024,69,296,shib top analyst sees shib as highconviction pick massive returns pov coinbase futures havent started yet so want see how can help eliminate many traders small increase stay optimistic
65,Shiba Arab army™,"How @binance Can Benefit from Burning #SHIB Inu Tokens

In the highly competitive world of cryptocurrency exchanges, platforms must continually innovate to maintain and grow their user base. #Binance, one of the leading cryptocurrency exchanges globally, has an opportunity to https://t.co/x1QbQE44cg",Mon Jul 29 12:41:03 +0000 2024,67,162,how can benefit from burning shib inu tokens highly competitive world cryptocurrency exchanges platforms must continually innovate maintain grow their user base binance one leading cryptocurrency exchanges globally has an opportunity
66,Olcay Saka,"Those on the $FLOKI Ship will smile..

All memecoins will benefit from this.🦮

So everyone will smile..💥💥

LOADİNG.. 🚀🚀 #HODL ..✊📈

@RealFlokiInu 

#FLOKI #DOGE #SHIB #PEPE #WIF #BTC $BTC #Bitcoin #ETH https://t.co/K1W8fgntvR",Mon Jul 29 07:56:37 +0000 2024,36,231,those floki ship will smile all memecoins will benefit from so everyone will smile loadi̇ng hodl floki doge shib pepe wif btc btc bitcoin eth
67,TheCryptoBasic,"#ShibaInu Highlighted by Expert as High-Conviction Pick for Life-Changing Returns #SHIB 
https://t.co/KjlSLM1zfU",Mon Jul 29 06:17:45 +0000 2024,40,177,shibainu highlighted expert as highconviction pick lifechanging returns shib
68,Lola,"The US Government is holding over  54B Billion  Shiba INU according to Arkham 

Perhaps nothing  #SHIB 

Source : Page 2 👇
https://t.co/Ze6EZACoYn https://t.co/0cYHP2bXje",Mon Jul 29 05:07:36 +0000 2024,154,520,us government holding over b billion shiba inu according arkham perhaps nothing shib source page
69,Oscar Ramos,"SHIBA INU COIN $0.02 Price GOLD MCap Study, thanks @saylor 

Here’s a crazy prediction but hopeful $SHIB future. HAIL #Shib https://t.co/7SJ5D6MWl5",Mon Jul 29 02:48:12 +0000 2024,84,416,shiba inu coin price gold mcap study thanks heres crazy prediction but hopeful shib future hail shib
70,U.Today,ICYMI: #ShibaInu may see a bullish rally in the coming month of August https://t.co/25BSGlvFar #SHIB $SHIB #SHIBArmy,Mon Jul 29 02:00:25 +0000 2024,29,143,icymi shibainu may see bullish rally coming month august shib shib shibarmy
71,SHIBARMY,"#SHIB Sheds Its Meme Coin Status, Here's Shiba Inu Team's Proof It's Not Just Meme https://t.co/VufZs2lk5z",Sun Jul 28 22:07:27 +0000 2024,38,199,shib sheds its meme coin status heres shiba inu teams proof its just meme
72,Lola,"Happy Sunday #SHIB #SHIBARMY and here's my weekend thoughts 

The world is toxic because many people just look at what is wrong with other people to glorify themselves  instead of helping and motivating them to do well . They love to criticize without looking their own face in",Sun Jul 28 22:00:06 +0000 2024,27,148,happy sunday shib shibarmy heres my weekend thoughts world toxic because many people just look what wrong other people glorify themselves instead helping motivating them do well they love criticize without looking their own face
73,Lola,"I bet YOU that most people at Bitcoin Conference have more #SHIB than BTC 

Meme Boys 🤣🤣🤣",Sun Jul 28 20:00:46 +0000 2024,30,190,bet most people bitcoin conference have more shib than btc meme boys
74,Lola,"if #XPAYMENT is using #SHIB as their Social Currency then X global crypto users will have their wallet move here for an easy transactions also 

Perhaps @elonmusk can step up for #WazirX India customers too and enable SHIB on tipping  and be a social currency  

@cb_doge tell",Sun Jul 28 19:38:30 +0000 2024,37,148,if xpayment using shib as their social currency then x global crypto users will have their wallet move here an easy transactions also perhaps can step up wazirx india customers too enable shib tipping be social currency tell
75,Shiba Arab army™,"To everyone who is negative and to everyone who belittled us and the #SHIB community we have now reached 1,015 signatures on @binance , and more are still on the way. 1,015 wallets are saying yes to the burn. The next goal is 1,500 until we reach 50,000 wallets. If you still https://t.co/vBmwCtfFBi",Sun Jul 28 15:25:26 +0000 2024,103,286,everyone who negative everyone who belittled us shib community we have now reached signatures more are still way wallets are saying yes burn next goal until we reach wallets if still
76,U.Today,"Crucial #Shiba Inu Layer 3 update shared by #Shib team, what's new? #SHIBCommunity $SHIB $LEASH $BONE $SHEB #Shiboshis https://t.co/GW15zqhXi5",Sun Jul 28 14:28:35 +0000 2024,41,187,crucial shiba inu layer update shared shib team whats new shibcommunity shib leash bone sheb shiboshis
77,U.Today,SHIB price history points to bullish August for Shiba Inu #shibainu #shib #shibarmy #shibtoken #shibarium #shibaeternity #shibburn $shib $bone https://t.co/xh9TGm3GA4,Sun Jul 28 13:58:45 +0000 2024,43,199,shib price history points bullish august shiba inu shibainu shib shibarmy shibtoken shibarium shibaeternity shibburn shib bone
78,ShibariumGem,#SHIB To the moon 🚀 Let's Go $SHIB 🚀 https://t.co/qe1WzijZEA,Sun Jul 28 13:22:32 +0000 2024,49,274,shib moon lets go shib
79,KURO🐾SHIBARMY JPN🇯🇵,"Woof‼️😍💕
#ShibArmyJapan 🫶

#柴犬コイン #SHIB",Sun Jul 28 11:34:25 +0000 2024,19,125,woof shibarmyjapan 柴犬コイン shib
80,Lola,"#SHIB Wen $0.001 SHIB Price? — Key Indicator Shows Explosive Shiba Inu Thunderstorm Poised To Unfold

POV : Chart analysis article citing Elliott Wave pattern 

https://t.co/qNg1MMwBy4",Sun Jul 28 09:44:30 +0000 2024,98,428,shib wen shib price key indicator shows explosive shiba inu thunderstorm poised unfold pov chart analysis article citing elliott wave pattern
81,Lola,"#SHIB Shiba Inu Frenzy: Why SHIB Whales Are Going All-In with 150% Enthusiasm 👇

Stay optimistic 🙌🏼

https://t.co/Zl4Coq6a9p",Sun Jul 28 09:42:00 +0000 2024,88,351,shib shiba inu frenzy why shib whales are going allin enthusiasm stay optimistic
82,SHIB POSSESSOR,Always HODL never give up stay strong. #SHIB USDT to the moon🚀✨ #SHIBARMY https://t.co/MtwKbMU8sP,Sun Jul 28 01:51:28 +0000 2024,22,198,always hodl never give up stay strong shib usdt moon shibarmy
83,Lola,"#SHIB #WazirX 

SHIB is officially a stolen token at #WazirXIndia . If you lose all your SHIB from the hack , they will give you this option below 👇

I am sorry that the Shibarmy in India is experiencing this . I dont agree with their solution at all but if you get the 55% https://t.co/xd7jJwv6uw",Sat Jul 27 16:18:44 +0000 2024,35,169,shib wazirx shib officially stolen token wazirxindia if lose all your shib from hack they will give option below am sorry shibarmy india experiencing dont agree their solution all but if get
84,U.Today,.@Shibtoken burn rate jumps 225% as #SHIB enters rebound #ShibaInu https://t.co/FsdN0zaLVt,Sat Jul 27 15:33:27 +0000 2024,28,180,burn rate jumps as shib enters rebound shibainu
85,Shiba Arab army™,"The dream of achieving one cent will only come from burning. Sign the petition, and we'll reach the goal.

🔗 https://t.co/ANJKuNSkft

#SHIB #SHIBARMYSTRONG #SHIBARMY #shibaarab_army #shib https://t.co/QJLgnPrkgu",Sat Jul 27 14:02:39 +0000 2024,54,168,dream achieving one cent will only come from burning sign petition well reach goal shib shibarmystrong shibarmy shibaarab_army shib
